order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
9916,Ca-New-2017-160927,1/29/2017,1/31/2017,Second Class,TM-21010,OFF-PA-10000176,94.85,5,0,45.528
9915,Ca-New-2017-160927,1/29/2017,1/31/2017,Second Class,TM-21010,OFF-PA-10003848,12.96,2,0,6.2208
9903,Ca-New-2017-117646,8/21/2017,8/25/2017,Standard Class,SC-20845,OFF-PA-10001950,6.672,1,0.2,2.085
9902,Ca-New-2017-117646,8/21/2017,8/25/2017,Standard Class,SC-20845,FUR-FU-10001037,22.752,3,0.2,7.11
9901,Ca-New-2017-117646,8/21/2017,8/25/2017,Standard Class,SC-20845,OFF-ST-10000036,237.096,3,0.2,20.7459
990,Ca-New-2017-167899,5/21/2017,5/26/2017,Standard Class,JG-15805,OFF-AR-10001988,17.97,3,0,5.2113
9890,Ca-New-2017-166499,3/19/2017,3/20/2017,First Class,VG-21805,OFF-AR-10002467,8.94,3,0,2.4138
989,Ca-New-2017-167899,5/21/2017,5/26/2017,Standard Class,JG-15805,FUR-FU-10004071,520.05,5,0,72.807
9888,Ca-New-2017-169607,10/12/2017,10/15/2017,First Class,CA-12265,OFF-PA-10000477,9.96,2,0,4.6812
9879,US-2017-166324,4/20/2017,4/21/2017,First Class,BE-11455,TEC-PH-10004080,122.382,3,0.4,-24.4764
9878,US-2017-166324,4/20/2017,4/21/2017,First Class,BE-11455,OFF-BI-10000174,8.7,5,0.7,-6.38
9877,US-2017-166324,4/20/2017,4/21/2017,First Class,BE-11455,OFF-ST-10000078,848.544,4,0.2,-21.2136
9873,Ca-New-2017-146269,10/6/2017,10/6/2017,Same Day,MH-17455,OFF-AR-10004790,19.152,2,0.2,1.197
9872,Ca-New-2017-146269,10/6/2017,10/6/2017,Same Day,MH-17455,OFF-ST-10003208,290.336,2,0.2,32.6628
987,Ca-New-2017-100314,9/29/2017,10/5/2017,Standard Class,AS-10630,TEC-MA-10003066,336.51,3,0.4,44.868
9866,Ca-New-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,FUR-FU-10001037,18.96,2,0,8.532
9865,Ca-New-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,TEC-AC-10004469,159.8,4,0,70.312
9864,Ca-New-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,OFF-PA-10004156,11.34,1,0,5.5566
9863,Ca-New-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,TEC-AC-10001445,12.12,4,0,2.5452
9862,Ca-New-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,OFF-ST-10002562,18.76,2,0,5.2528
9861,Ca-New-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,TEC-PH-10000169,67.8,4,0,1.356
9860,Ca-New-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,OFF-FA-10003472,2.52,2,0,0.1008
986,Ca-New-2017-100314,9/29/2017,10/5/2017,Standard Class,AS-10630,OFF-EN-10000461,27.968,4,0.2,9.4392
9859,Ca-New-2017-113278,1/14/2017,1/20/2017,Standard Class,HR-14770,OFF-ST-10001590,67.4,5,0,17.524
9856,Ca-New-2017-138870,6/19/2017,6/23/2017,Standard Class,GA-14515,OFF-PA-10004438,24.56,2,0,11.5432
9855,Ca-New-2017-138870,6/19/2017,6/23/2017,Standard Class,GA-14515,FUR-FU-10002396,50.32,4,0,21.1344
985,Ca-New-2017-100314,9/29/2017,10/5/2017,Standard Class,AS-10630,OFF-LA-10001569,7.968,2,0.2,2.5896
9849,Ca-New-2017-169327,9/2/2017,9/4/2017,Second Class,MH-17290,OFF-BI-10004330,147.92,5,0.2,46.225
9848,Ca-New-2017-169327,9/2/2017,9/4/2017,Second Class,MH-17290,FUR-FU-10004188,511.5,5,0,132.99
9847,Ca-New-2017-169327,9/2/2017,9/4/2017,Second Class,MH-17290,OFF-AP-10001492,43.1,5,0,11.206
9834,Ca-New-2017-130302,9/14/2017,9/19/2017,Standard Class,CY-12745,TEC-AC-10002001,895.944,7,0.2,190.3881
9830,US-2017-152842,7/16/2017,7/23/2017,Standard Class,NF-18385,FUR-CH-10004218,242.352,3,0.2,15.147
9829,Ca-New-2017-169999,6/19/2017,6/26/2017,Standard Class,JS-15685,OFF-BI-10004728,11.568,3,0.2,3.7596
9828,Ca-New-2017-169999,6/19/2017,6/26/2017,Standard Class,JS-15685,OFF-ST-10001511,129.3,2,0,6.465
9809,Ca-New-2017-145093,7/21/2017,7/26/2017,Standard Class,PT-19090,OFF-BI-10001116,2.112,2,0.8,-3.3792
9808,Ca-New-2017-107209,7/27/2017,8/1/2017,Second Class,JW-15955,FUR-CH-10001146,194.848,4,0.2,12.178
9802,Ca-New-2017-137918,9/29/2017,10/6/2017,Standard Class,JK-15730,OFF-SU-10000898,97.3,7,0,28.217
98,Ca-New-2017-157833,6/17/2017,6/20/2017,First Class,KD-16345,OFF-BI-10001721,51.312,3,0.2,17.9592
9791,Ca-New-2017-144491,3/27/2017,4/1/2017,Standard Class,CJ-12010,FUR-CH-10001714,211.246,2,0.3,-66.3916
9790,Ca-New-2017-144491,3/27/2017,4/1/2017,Standard Class,CJ-12010,TEC-AC-10004901,39.992,1,0.2,6.9986
9789,Ca-New-2017-144491,3/27/2017,4/1/2017,Standard Class,CJ-12010,FUR-CH-10004063,600.558,3,0.3,-8.5794
9788,Ca-New-2017-144491,3/27/2017,4/1/2017,Standard Class,CJ-12010,FUR-BO-10001811,1023.332,5,0.32,-30.098
978,Ca-New-2017-159366,1/7/2017,1/10/2017,First Class,BW-11110,TEC-MA-10000822,3059.982,2,0.1,679.996
977,US-2017-100209,7/9/2017,7/15/2017,Standard Class,TD-20995,OFF-BI-10002012,1.08,2,0.7,-0.792
9769,Ca-New-2017-142328,12/7/2017,12/14/2017,Standard Class,TC-21535,OFF-PA-10000380,50.04,6,0,25.02
9768,Ca-New-2017-102659,12/9/2017,12/15/2017,Standard Class,LW-17215,OFF-BI-10000088,54.9,5,0,26.901
9767,Ca-New-2017-101959,2/28/2017,3/6/2017,Standard Class,DB-13660,OFF-PA-10002137,7.78,1,0,3.501
9766,Ca-New-2017-101959,2/28/2017,3/6/2017,Standard Class,DB-13660,OFF-BI-10001757,9.84,2,0,4.7232
9761,Ca-New-2017-159135,11/4/2017,11/8/2017,Standard Class,KM-16375,OFF-AR-10000657,4.3,2,0,1.419
976,US-2017-103247,10/5/2017,10/8/2017,Second Class,PO-19195,OFF-BI-10004492,75.792,3,0.2,25.5798
9759,Ca-New-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,OFF-PA-10002615,17.64,4,0,8.1144
9758,Ca-New-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,TEC-PH-10004006,206.1,5,0,55.647
9757,Ca-New-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,FUR-TA-10002533,292.1,2,0,58.42
9756,Ca-New-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,OFF-ST-10001128,332.94,3,0,9.9882
9755,Ca-New-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,OFF-BI-10001679,17.76,2,0,8.88
9754,Ca-New-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,OFF-LA-10000476,8.26,2,0,3.7996
975,US-2017-103247,10/5/2017,10/8/2017,Second Class,PO-19195,TEC-PH-10003555,160.93,7,0,3.2186
9747,Ca-New-2017-137505,11/24/2017,11/24/2017,Same Day,BP-11290,FUR-TA-10001676,71.088,2,0.2,-1.7772
9746,Ca-New-2017-137505,11/24/2017,11/24/2017,Same Day,BP-11290,FUR-TA-10000617,364.08,2,0.2,9.102
9745,Ca-New-2017-141782,1/21/2017,1/25/2017,Standard Class,BE-11410,OFF-EN-10002230,268.576,4,0.2,90.6444
9743,Ca-New-2017-131303,11/28/2017,12/2/2017,Standard Class,EP-13915,OFF-LA-10001074,62.65,5,0,29.4455
9741,Ca-New-2017-129294,3/16/2017,3/21/2017,Standard Class,KD-16615,OFF-AP-10001154,140.67,3,0,54.8613
9740,Ca-New-2017-129294,3/16/2017,3/21/2017,Standard Class,KD-16615,OFF-BI-10001757,19.68,5,0.2,6.888
9739,Ca-New-2017-129294,3/16/2017,3/21/2017,Standard Class,KD-16615,OFF-BI-10004236,70.464,6,0.2,22.9008
9738,Ca-New-2017-129294,3/16/2017,3/21/2017,Standard Class,KD-16615,OFF-ST-10002615,310.12,2,0,80.6312
9732,Ca-New-2017-124261,11/14/2017,11/19/2017,Standard Class,JE-15715,OFF-AR-10003504,34.24,8,0,9.9296
9729,Ca-New-2017-167395,12/2/2017,12/4/2017,First Class,KM-16720,OFF-SU-10001935,4.36,2,0,0.1744
9728,Ca-New-2017-167395,12/2/2017,12/4/2017,First Class,KM-16720,TEC-PH-10004977,979.95,5,0,284.1855
9727,Ca-New-2017-167395,12/2/2017,12/4/2017,First Class,KM-16720,OFF-AP-10001293,286.86,7,0,80.3208
9726,Ca-New-2017-142293,9/17/2017,9/20/2017,First Class,SC-20380,TEC-AC-10001109,89.97,3,0,37.7874
9720,Ca-New-2017-166835,11/12/2017,11/14/2017,Second Class,DK-13375,OFF-ST-10002574,221.024,2,0.2,-55.256
9706,Ca-New-2017-125990,10/19/2017,10/23/2017,Standard Class,JS-16030,OFF-BI-10004826,39.624,3,0.2,13.8684
9705,Ca-New-2017-147032,7/31/2017,8/4/2017,Standard Class,LB-16795,OFF-BI-10002897,11.01,3,0,5.3949
9704,Ca-New-2017-147032,7/31/2017,8/4/2017,Standard Class,LB-16795,OFF-BI-10003656,849.95,5,0,390.977
9703,Ca-New-2017-147032,7/31/2017,8/4/2017,Standard Class,LB-16795,OFF-PA-10003256,11.54,1,0,5.5392
9701,Ca-New-2017-154116,12/15/2017,12/19/2017,Standard Class,KM-16660,TEC-PH-10000675,196.776,3,0.2,14.7582
9700,Ca-New-2017-154116,12/15/2017,12/19/2017,Standard Class,KM-16660,OFF-AP-10000027,54.32,4,0,16.296
970,Ca-New-2017-135279,4/9/2017,4/11/2017,First Class,BS-11800,OFF-ST-10001097,501.81,3,0,0
97,Ca-New-2017-161018,11/9/2017,11/11/2017,Second Class,PN-18775,FUR-FU-10000629,96.53,7,0,40.5426
9699,Ca-New-2017-154116,12/15/2017,12/19/2017,Standard Class,KM-16660,OFF-PA-10004569,22.83,3,0,10.7301
9695,Ca-New-2017-130148,9/24/2017,9/28/2017,Second Class,NK-18490,OFF-SU-10001574,7.3,2,0,2.19
9694,Ca-New-2017-130148,9/24/2017,9/28/2017,Second Class,NK-18490,OFF-PA-10000551,31.08,6,0,15.2292
9691,Ca-New-2017-140536,4/4/2017,4/5/2017,First Class,TA-21385,OFF-AR-10001545,7.04,4,0,2.0416
9690,US-2017-135986,6/20/2017,6/27/2017,Standard Class,PG-18895,TEC-PH-10003691,503.96,4,0,125.99
969,Ca-New-2017-135279,4/9/2017,4/11/2017,First Class,BS-11800,OFF-LA-10001613,8.64,3,0,4.2336
9689,US-2017-135986,6/20/2017,6/27/2017,Standard Class,PG-18895,OFF-PA-10001534,32.4,5,0,15.552
9688,US-2017-130603,9/30/2017,10/6/2017,Standard Class,SC-20050,OFF-BI-10000301,11.646,9,0.8,-17.469
9687,Ca-New-2017-116498,5/30/2017,6/3/2017,Standard Class,KA-16525,OFF-AR-10003405,35.1,6,0,10.179
9686,Ca-New-2017-118668,1/2/2017,1/4/2017,Second Class,FW-14395,TEC-AC-10000682,16.59,1,0,5.8065
9685,Ca-New-2017-122770,12/13/2017,12/18/2017,Standard Class,EP-13915,OFF-PA-10000232,12.96,2,0,6.3504
9684,Ca-New-2017-122770,12/13/2017,12/18/2017,Standard Class,EP-13915,FUR-FU-10001473,201.04,8,0,54.2808
9683,Ca-New-2017-122770,12/13/2017,12/18/2017,Standard Class,EP-13915,OFF-PA-10003172,38.88,6,0,18.6624
9682,Ca-New-2017-122770,12/13/2017,12/18/2017,Standard Class,EP-13915,OFF-LA-10004559,8.64,3,0,4.2336
968,Ca-New-2017-135279,4/9/2017,4/11/2017,First Class,BS-11800,OFF-PA-10001281,191.6,4,0,91.968
9672,US-2017-140312,11/13/2017,11/19/2017,Standard Class,KL-16645,TEC-PH-10003442,22,5,0.2,1.375
9670,Ca-New-2017-145275,4/2/2017,4/6/2017,Standard Class,AH-10465,OFF-LA-10001569,14.94,3,0,6.8724
967,Ca-New-2017-135279,4/9/2017,4/11/2017,First Class,BS-11800,OFF-PA-10004621,12.96,2,0,6.2208
9667,Ca-New-2017-157448,11/16/2017,11/20/2017,Standard Class,LC-16885,FUR-FU-10001847,12.42,3,0,4.4712
9666,Ca-New-2017-157448,11/16/2017,11/20/2017,Standard Class,LC-16885,FUR-FU-10003268,119.94,3,0,23.988
9664,Ca-New-2017-132619,8/31/2017,9-Jun-17,Standard Class,MS-17770,OFF-ST-10001511,193.95,3,0,9.6975
966,Ca-New-2017-135279,4/9/2017,4/11/2017,First Class,BS-11800,OFF-AR-10004344,35.97,3,0,9.7119
9655,Ca-New-2017-161893,1/23/2017,1/27/2017,Standard Class,HP-14815,OFF-BI-10004506,4.938,2,0.7,-3.6212
9654,Ca-New-2017-161893,1/23/2017,1/27/2017,Standard Class,HP-14815,TEC-AC-10001874,95.984,2,0.2,11.998
965,Ca-New-2017-135279,4/9/2017,4/11/2017,First Class,BS-11800,OFF-LA-10004055,9.82,2,0,4.8118
9647,US-2017-107979,6/8/2017,6/13/2017,Standard Class,FO-14305,OFF-BI-10000778,72.588,2,0.7,-48.392
9646,US-2017-107979,6/8/2017,6/13/2017,Standard Class,FO-14305,OFF-ST-10002485,35.168,2,0.2,-8.3524
9645,US-2017-107979,6/8/2017,6/13/2017,Standard Class,FO-14305,TEC-AC-10002006,89.544,7,0.2,12.3123
9639,US-2017-125808,11/12/2017,11/15/2017,Second Class,EP-13915,OFF-PA-10001846,11.56,2,0,5.6644
9633,Ca-New-2017-154809,2/13/2017,2/17/2017,Standard Class,MH-17455,OFF-AP-10004785,90.64,8,0,38.9752
9627,Ca-New-2017-103520,9/23/2017,9/25/2017,First Class,MH-17785,OFF-PA-10001846,9.248,2,0.2,3.3524
9626,Ca-New-2017-137449,6/29/2017,6/30/2017,First Class,ME-17725,FUR-BO-10000780,409.9992,3,0.32,-96.4704
9625,Ca-New-2017-137449,6/29/2017,6/30/2017,First Class,ME-17725,FUR-TA-10002855,307.314,3,0.3,-39.5118
9624,Ca-New-2017-137449,6/29/2017,6/30/2017,First Class,ME-17725,OFF-AP-10000240,21.392,2,0.8,-54.5496
9620,Ca-New-2017-160633,11/16/2017,11/21/2017,Standard Class,BS-11380,TEC-AC-10002335,139.96,5,0.2,-1.7495
9619,Ca-New-2017-160633,11/16/2017,11/21/2017,Standard Class,BS-11380,OFF-AR-10004022,86.352,3,0.2,5.397
9618,Ca-New-2017-160633,11/16/2017,11/21/2017,Standard Class,BS-11380,TEC-CO-10002095,899.982,3,0.4,74.9985
9612,Ca-New-2017-144365,10/24/2017,10/30/2017,Standard Class,CS-11950,OFF-FA-10000735,11.68,4,0,5.256
961,Ca-New-2017-152142,11/14/2017,11/19/2017,Standard Class,LW-16990,FUR-CH-10002965,321.568,2,0.2,28.1372
9609,Ca-New-2017-117128,12/5/2017,12/8/2017,Second Class,BF-11080,OFF-LA-10000248,11.07,3,0,5.2029
9608,Ca-New-2017-117128,12/5/2017,12/8/2017,Second Class,BF-11080,OFF-PA-10000007,21.6,6,0,9.936
9607,US-2017-122672,11/4/2017,11/9/2017,Standard Class,HG-14965,OFF-ST-10002344,194.352,3,0.2,-43.7292
9606,US-2017-122672,11/4/2017,11/9/2017,Standard Class,HG-14965,TEC-AC-10002323,70.72,4,0.2,-6.188
9601,Ca-New-2017-107797,5/8/2017,5/11/2017,Second Class,EB-13705,OFF-PA-10003848,41.472,8,0.2,14.5152
96,US-2017-109484,11/6/2017,11/12/2017,Standard Class,RB-19705,OFF-BI-10004738,5.682,1,0.7,-3.788
9598,Ca-New-2017-104619,1/24/2017,1/29/2017,Standard Class,KD-16495,TEC-PH-10000193,110.352,3,0.2,8.2764
9597,Ca-New-2017-104619,1/24/2017,1/29/2017,Standard Class,KD-16495,OFF-BI-10004318,276.784,2,0.2,89.9548
9596,Ca-New-2017-104619,1/24/2017,1/29/2017,Standard Class,KD-16495,OFF-AP-10001492,25.86,3,0,6.7236
9595,Ca-New-2017-108931,9/14/2017,9/19/2017,Standard Class,HZ-14950,OFF-PA-10003845,11.56,2,0,5.6644
9594,Ca-New-2017-108931,9/14/2017,9/19/2017,Standard Class,HZ-14950,OFF-PA-10002741,8.56,2,0,3.852
959,Ca-New-2017-102414,5/15/2017,5/18/2017,Second Class,JA-15970,OFF-PA-10002333,15.552,3,0.2,5.6376
9589,Ca-New-2017-110940,7/23/2017,7/28/2017,Standard Class,AZ-10750,OFF-AR-10000380,121.536,4,0.2,15.192
9588,US-2017-129203,4/17/2017,4/22/2017,Standard Class,BM-11575,OFF-ST-10001418,195.136,4,0.2,-43.9056
9585,Ca-New-2017-132584,8/26/2017,8/27/2017,First Class,HJ-14875,OFF-ST-10000344,53.72,4,0,13.9672
9584,Ca-New-2017-116127,6/25/2017,6/27/2017,Second Class,SB-20185,FUR-BO-10002213,400.784,1,0.2,-5.0098
9582,Ca-New-2017-152975,9/14/2017,9/16/2017,First Class,RB-19705,FUR-CH-10003298,589.41,5,0.1,-6.549
9581,Ca-New-2017-152975,9/14/2017,9/16/2017,First Class,RB-19705,OFF-AR-10001988,29.95,5,0,8.6855
9580,Ca-New-2017-152975,9/14/2017,9/16/2017,First Class,RB-19705,OFF-ST-10001370,70.98,1,0,3.549
958,Ca-New-2017-102414,5/15/2017,5/18/2017,Second Class,JA-15970,OFF-BI-10004465,4.752,2,0.7,-3.168
9579,Ca-New-2017-152975,9/14/2017,9/16/2017,First Class,RB-19705,TEC-PH-10004586,1079.85,3,0,323.955
957,Ca-New-2017-102414,5/15/2017,5/18/2017,Second Class,JA-15970,TEC-PH-10002923,29.592,1,0.2,2.5893
9569,Ca-New-2017-104388,7/5/2017,7/7/2017,First Class,DK-12835,TEC-PH-10002293,79.96,4,0,22.3888
956,Ca-New-2017-119305,11/30/2017,12/4/2017,Standard Class,SW-20275,OFF-ST-10000604,173.8,5,0,43.45
955,Ca-New-2017-136539,12/28/2017,1/1/2018,Standard Class,GH-14665,FUR-BO-10004709,78.8528,2,0.32,-11.596
9540,US-2017-169488,9/7/2017,9/9/2017,First Class,AA-10375,OFF-PA-10000157,39.96,2,0,18.7812
954,Ca-New-2017-136539,12/28/2017,1/1/2018,Standard Class,GH-14665,OFF-AR-10001958,27.168,2,0.2,2.7168
9539,US-2017-169488,9/7/2017,9/9/2017,First Class,AA-10375,OFF-PA-10002659,16.9,5,0,7.774
9537,Ca-New-2017-124191,6/12/2017,6/14/2017,Second Class,TS-21610,FUR-FU-10002364,8.856,3,0.6,-6.8634
9532,Ca-New-2017-102729,10/26/2017,10/31/2017,Standard Class,BF-11215,OFF-ST-10000464,55.616,2,0.2,5.5616
9531,Ca-New-2017-111759,7/8/2017,7/12/2017,Standard Class,MR-17545,OFF-PA-10003127,52.76,2,0,24.2696
9530,Ca-New-2017-101637,3/24/2017,3/25/2017,Same Day,AC-10615,OFF-ST-10002352,12.768,2,0.2,0.9576
953,Ca-New-2017-131156,4/3/2017,4/7/2017,Standard Class,KH-16360,FUR-FU-10001940,25.472,4,0.2,7.6416
9529,Ca-New-2017-156958,12/5/2017,12/6/2017,First Class,PB-18805,OFF-BI-10002071,9.296,2,0.2,3.0212
9528,Ca-New-2017-156958,12/5/2017,12/6/2017,First Class,PB-18805,OFF-BI-10001543,172.752,6,0.2,60.4632
9527,Ca-New-2017-156958,12/5/2017,12/6/2017,First Class,PB-18805,TEC-PH-10000148,31.176,3,0.2,-7.0146
9526,Ca-New-2017-156958,12/5/2017,12/6/2017,First Class,PB-18805,FUR-FU-10003268,199.9,5,0,39.98
9525,Ca-New-2017-156958,12/5/2017,12/6/2017,First Class,PB-18805,OFF-BI-10001524,83.92,5,0.2,29.372
9520,US-2017-104451,5/8/2017,5/12/2017,Second Class,MM-18055,OFF-AP-10000692,81.08,4,0,22.7024
952,US-2017-110576,11/28/2017,12/2/2017,Standard Class,RB-19795,OFF-PA-10002479,25.344,6,0.2,7.92
9513,Ca-New-2017-142461,5/30/2017,6/3/2017,Second Class,KT-16480,FUR-BO-10001811,204.6664,1,0.32,-6.0196
951,US-2017-110576,11/28/2017,12/2/2017,Standard Class,RB-19795,OFF-PA-10000788,15.552,3,0.2,5.4432
9500,Ca-New-2017-118213,11/5/2017,11/7/2017,First Class,AB-10060,OFF-PA-10003673,67.8,10,0,31.188
950,US-2017-110576,11/28/2017,12/2/2017,Standard Class,RB-19795,FUR-TA-10004154,2065.32,12,0.4,-619.596
9499,Ca-New-2017-118213,11/5/2017,11/7/2017,First Class,AB-10060,OFF-PA-10000565,167.94,3,0,82.2906
9498,Ca-New-2017-118213,11/5/2017,11/7/2017,First Class,AB-10060,OFF-PA-10002615,4.41,1,0,2.0286
9493,Ca-New-2017-163188,11/7/2017,11/7/2017,Same Day,EC-14050,OFF-BI-10000756,38.16,9,0,19.08
9492,Ca-New-2017-111738,1/3/2017,1/7/2017,Standard Class,CM-12385,OFF-AR-10000817,9.12,3,0,3.1008
9491,Ca-New-2017-111738,1/3/2017,1/7/2017,Standard Class,CM-12385,OFF-BI-10004584,2022.272,8,0.2,682.5168
949,US-2017-110576,11/28/2017,12/2/2017,Standard Class,RB-19795,FUR-FU-10000576,1007.232,6,0.2,75.5424
9488,US-2017-125213,12/11/2017,12/13/2017,First Class,NB-18655,OFF-FA-10001561,6.54,3,0,2.1582
9487,Ca-New-2017-130505,10/12/2017,10/12/2017,Same Day,NF-18385,FUR-TA-10001932,673.344,3,0.3,-76.9536
9482,Ca-New-2017-150504,11/6/2017,11/12/2017,Standard Class,HG-14845,OFF-ST-10000615,18.16,2,0.2,1.816
948,US-2017-110576,11/28/2017,12/2/2017,Standard Class,RB-19795,FUR-FU-10003601,516.488,7,0.2,-12.9122
9474,Ca-New-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,FUR-FU-10004245,101.4,5,0,38.532
9473,Ca-New-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,FUR-CH-10004875,128.124,2,0.1,24.2012
9472,Ca-New-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,OFF-BI-10002706,11.424,1,0.2,3.7128
9471,Ca-New-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,TEC-PH-10001448,99.98,2,0,3.9992
9470,Ca-New-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,OFF-PA-10004071,110.96,2,0,53.2608
9469,Ca-New-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,OFF-PA-10001870,12.96,2,0,6.2208
9468,Ca-New-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,FUR-TA-10003469,166.5,2,0.4,-66.6
9467,Ca-New-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,OFF-BI-10002735,164.688,6,0.2,55.5822
9463,US-2017-109610,11/25/2017,11/30/2017,Second Class,BS-11590,FUR-CH-10001854,701.96,2,0,168.4704
9458,Ca-New-2017-151855,5/27/2017,6/3/2017,Standard Class,BW-11110,OFF-BI-10004209,12.06,5,0.7,-10.05
9457,Ca-New-2017-151855,5/27/2017,6/3/2017,Standard Class,BW-11110,TEC-AC-10002380,27.192,3,0.2,0.3399
9451,Ca-New-2017-145506,6/3/2017,6/7/2017,Standard Class,MO-17800,OFF-ST-10004963,136.26,9,0,5.4504
9448,Ca-New-2017-136882,5/27/2017,6/3/2017,Standard Class,DN-13690,FUR-FU-10003664,477.3,5,0,138.417
9444,Ca-New-2017-165904,4/7/2017,4/11/2017,Standard Class,HR-14770,TEC-PH-10000576,219.184,2,0.2,19.1786
9443,Ca-New-2017-165904,4/7/2017,4/11/2017,Standard Class,HR-14770,OFF-AR-10003156,16.256,2,0.2,1.2192
9439,Ca-New-2017-126144,7/31/2017,8/5/2017,Standard Class,GM-14680,TEC-PH-10001079,285.576,4,0.4,-57.1152
9438,Ca-New-2017-107853,5/26/2017,5/31/2017,Standard Class,CD-11920,OFF-PA-10000520,12.96,2,0,6.2208
