order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
92,Ca-New-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,OFF-PA-10000304,6.48,1,0,3.1104
93,Ca-New-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,OFF-PA-10003177,12.96,2,0,6.2208
94,Ca-New-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,FUR-FU-10003799,53.34,3,0,16.5354
95,Ca-New-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,OFF-BI-10002852,32.96,2,0,16.1504
99,Ca-New-2016-149223,9/6/2016,9/11/2016,Standard Class,ER-13855,OFF-AP-10000358,77.88,6,0,22.5852
100,Ca-New-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,OFF-PA-10003256,64.624,7,0.2,22.6184
101,Ca-New-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,TEC-AC-10001767,95.976,3,0.2,-10.7973
102,Ca-New-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,OFF-BI-10002609,1.788,3,0.8,-3.0396
103,Ca-New-2016-129903,12/1/2016,12/4/2016,Second Class,GZ-14470,OFF-PA-10004040,23.92,4,0,11.7208
104,US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,TEC-AC-10001552,238.896,6,0.2,-26.8758
105,US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,FUR-FU-10004006,102.36,3,0.2,-3.8385
106,US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,OFF-BI-10002794,36.882,3,0.7,-25.8174
110,Ca-New-2015-129476,10/15/2015,10/20/2015,Standard Class,PA-19060,TEC-AC-10000844,339.96,5,0.2,67.992
112,Ca-New-2016-128867,11/3/2016,11/10/2016,Standard Class,CL-12565,OFF-AR-10000380,75.96,2,0,22.788
113,Ca-New-2016-128867,11/3/2016,11/10/2016,Standard Class,CL-12565,OFF-BI-10003981,27.24,6,0,13.3476
118,Ca-New-2015-110457,3/2/2015,3/6/2015,Standard Class,DK-13090,FUR-TA-10001768,787.53,3,0,165.3813
119,US-2015-136476,4/5/2015,4/10/2015,Standard Class,GG-14650,OFF-BI-10003650,157.794,1,0.7,-115.7156
120,Ca-New-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,FUR-FU-10002157,47.04,3,0,18.3456
121,Ca-New-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,OFF-BI-10003910,30.84,4,0,13.878
122,Ca-New-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,OFF-ST-10000777,226.56,6,0,63.4368
123,Ca-New-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,OFF-EN-10002500,115.02,9,0,51.759
124,Ca-New-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,TEC-PH-10003875,68.04,7,0,19.7316
129,US-2016-125969,11/6/2016,11/10/2016,Second Class,LS-16975,FUR-CH-10001146,81.424,2,0.2,-9.1602
130,US-2016-125969,11/6/2016,11/10/2016,Second Class,LS-16975,FUR-FU-10003773,238.56,3,0,26.2416
134,Ca-New-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-PA-10001804,20.04,3,0,9.6192
135,Ca-New-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-PA-10001736,35.44,1,0,16.6568
136,Ca-New-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-AR-10001149,11.52,4,0,3.456
137,Ca-New-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-FA-10002988,4.02,2,0,1.9698
138,Ca-New-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-BI-10004781,76.176,3,0.2,26.6616
139,Ca-New-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-SU-10001218,65.88,6,0,18.4464
140,Ca-New-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,FUR-FU-10001706,43.12,14,0,20.6976
141,Ca-New-2016-110366,9/5/2016,9/7/2016,Second Class,JD-15895,FUR-FU-10004848,82.8,2,0.2,10.35
146,Ca-New-2015-110744,9/7/2015,9/12/2015,Standard Class,HA-14920,OFF-ST-10003656,671.93,7,0,20.1579
148,Ca-New-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,TEC-PH-10000215,384.45,11,0,103.8015
149,Ca-New-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,TEC-PH-10001448,149.97,3,0,5.9988
150,Ca-New-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,FUR-CH-10000454,1951.84,8,0,585.552
151,Ca-New-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,OFF-BI-10002735,171.55,5,0,80.6285
152,Ca-New-2016-158834,3/13/2016,3/16/2016,First Class,TW-21025,OFF-AP-10000326,157.92,5,0.2,17.766
153,Ca-New-2016-158834,3/13/2016,3/16/2016,First Class,TW-21025,TEC-PH-10001254,203.184,2,0.2,15.2388
154,Ca-New-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-PA-10001950,58.38,7,0,26.271
155,Ca-New-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-PA-10002254,105.52,4,0,48.5392
156,Ca-New-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-ST-10001590,80.88,6,0,21.0288
157,Ca-New-2015-118948,5/28/2015,6/3/2015,Standard Class,NK-18490,OFF-AR-10001547,6.63,3,0,1.7901
159,Ca-New-2016-114104,11/20/2016,11/24/2016,Standard Class,NP-18670,OFF-LA-10002475,14.62,2,0,6.8714
160,Ca-New-2016-114104,11/20/2016,11/24/2016,Standard Class,NP-18670,TEC-PH-10004536,944.93,7,0,236.2325
161,Ca-New-2016-162733,5/11/2016,5/12/2016,First Class,TT-21070,OFF-PA-10002751,5.98,1,0,2.691
162,Ca-New-2015-119697,12/28/2015,12/31/2015,Second Class,EM-13960,TEC-AC-10003657,54.384,2,0.2,1.3596
163,Ca-New-2016-154508,11/16/2016,11/20/2016,Standard Class,RD-19900,OFF-EN-10001990,28.4,5,0,13.348
164,Ca-New-2016-113817,11/7/2016,11/11/2016,Standard Class,MJ-17740,OFF-BI-10004002,27.68,2,0.2,9.688
178,US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,FUR-CH-10004698,396.802,7,0.3,-11.3372
179,US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,OFF-SU-10002189,15.88,5,0.2,-3.7715
180,Ca-New-2015-137225,12/15/2015,12/19/2015,Standard Class,JK-15640,OFF-AR-10001940,3.28,1,0,1.4104
186,Ca-New-2016-105018,11/28/2016,12/2/2016,Standard Class,SK-19990,OFF-BI-10001890,7.16,2,0,3.4368
188,Ca-New-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,OFF-ST-10001328,37.224,3,0.2,3.7224
189,Ca-New-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,OFF-PA-10001950,20.016,3,0.2,6.255
190,Ca-New-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,FUR-BO-10002613,899.136,4,0.2,112.392
191,Ca-New-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,TEC-PH-10001552,71.76,6,0,20.0928
192,Ca-New-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,OFF-PA-10000061,51.84,8,0,24.8832
193,Ca-New-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,FUR-BO-10002545,626.352,3,0.2,46.9764
194,Ca-New-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,OFF-AR-10003514,19.9,5,0,6.567
195,Ca-New-2015-131457,10/31/2015,11/6/2015,Standard Class,MZ-17515,OFF-EN-10001509,14.28,7,0,6.7116
212,Ca-New-2015-101007,2/9/2015,2/13/2015,Second Class,MS-17980,TEC-AC-10001266,20.8,2,0.2,6.5
213,Ca-New-2015-146262,1/2/2015,1/9/2015,Standard Class,VW-21775,OFF-LA-10004544,23.68,2,0.2,8.88
214,Ca-New-2015-146262,1/2/2015,1/9/2015,Standard Class,VW-21775,FUR-BO-10004695,452.45,5,0.5,-244.323
215,Ca-New-2015-146262,1/2/2015,1/9/2015,Standard Class,VW-21775,TEC-PH-10002844,62.982,3,0.4,-14.6958
216,Ca-New-2015-146262,1/2/2015,1/9/2015,Standard Class,VW-21775,TEC-MA-10000864,1188,9,0.7,-950.4
217,Ca-New-2015-146262,1/2/2015,1/9/2015,Standard Class,VW-21775,TEC-AC-10000109,89.584,2,0.2,4.4792
218,Ca-New-2016-130162,10/28/2016,11/1/2016,Standard Class,JH-15910,OFF-ST-10001328,93.06,6,0,26.0568
219,Ca-New-2016-130162,10/28/2016,11/1/2016,Standard Class,JH-15910,TEC-PH-10002563,302.376,3,0.2,22.6782
220,Ca-New-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,OFF-FA-10000585,5.584,2,0.2,1.8148
221,Ca-New-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,OFF-PA-10004000,22.704,6,0.2,8.2302
222,Ca-New-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,OFF-BI-10002852,19.776,4,0.7,-13.8432
223,Ca-New-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,FUR-FU-10000087,72.704,4,0.2,19.0848
224,Ca-New-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,TEC-MA-10001148,479.988,4,0.7,-383.9904
225,Ca-New-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,OFF-AR-10001958,27.168,2,0.2,2.7168
226,Ca-New-2015-163055,8/9/2015,8/16/2015,Standard Class,DS-13180,OFF-AR-10001026,2.2,1,0,0.968
227,Ca-New-2015-163055,8/9/2015,8/16/2015,Standard Class,DS-13180,FUR-TA-10003748,622.45,5,0,136.939
228,Ca-New-2015-163055,8/9/2015,8/16/2015,Standard Class,DS-13180,OFF-ST-10002485,21.98,1,0,0.2198
229,US-2015-145436,2/28/2015,3/4/2015,Standard Class,VD-21670,FUR-CH-10004860,161.568,2,0.2,-28.2744
230,US-2015-145436,2/28/2015,3/4/2015,Standard Class,VD-21670,FUR-CH-10004477,389.696,8,0.2,43.8408
238,Ca-New-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,OFF-PA-10003349,25.92,5,0.2,9.396
239,Ca-New-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,FUR-FU-10000576,419.68,5,0.6,-356.728
240,Ca-New-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,FUR-FU-10004351,11.688,3,0.6,-4.6752
241,Ca-New-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,TEC-PH-10000011,31.984,2,0.2,11.1944
242,Ca-New-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,FUR-TA-10002607,177.225,5,0.5,-120.513
243,Ca-New-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,FUR-FU-10002505,4.044,3,0.6,-2.8308
244,Ca-New-2016-157749,6/4/2016,6/9/2016,Second Class,KL-16645,OFF-AR-10004685,7.408,2,0.2,1.2038
250,Ca-New-2016-154739,12/10/2016,12/15/2016,Second Class,LH-17155,FUR-CH-10002965,321.568,2,0.2,28.1372
251,Ca-New-2016-145625,9/11/2016,9/17/2016,Standard Class,KC-16540,OFF-PA-10004569,7.61,1,0,3.5767
252,Ca-New-2016-145625,9/11/2016,9/17/2016,Standard Class,KC-16540,TEC-AC-10003832,3347.37,13,0,636.0003
253,Ca-New-2016-146941,12/10/2016,12/13/2016,First Class,DL-13315,OFF-ST-10001228,80.58,6,0,22.5624
254,Ca-New-2016-146941,12/10/2016,12/13/2016,First Class,DL-13315,OFF-EN-10003296,361.92,4,0,162.864
255,US-2015-159982,11/28/2015,12/4/2015,Standard Class,DR-12880,FUR-FU-10002505,12.132,9,0.6,-8.4924
256,US-2015-159982,11/28/2015,12/4/2015,Standard Class,DR-12880,OFF-ST-10004804,82.368,2,0.2,-19.5624
257,US-2015-159982,11/28/2015,12/4/2015,Standard Class,DR-12880,OFF-ST-10001590,53.92,5,0.2,4.044
258,US-2015-159982,11/28/2015,12/4/2015,Standard Class,DR-12880,TEC-PH-10001580,647.904,6,0.2,56.6916
265,Ca-New-2016-125318,6/6/2016,6/13/2016,Standard Class,RC-19825,TEC-PH-10001433,328.224,4,0.2,28.7196
266,Ca-New-2015-155040,11/10/2015,11/15/2015,Standard Class,AH-10210,TEC-AC-10004469,79.9,2,0,35.156
268,Ca-New-2016-111010,1/22/2016,1/28/2016,Standard Class,PG-18895,OFF-FA-10003472,7.56,6,0,0.3024
272,Ca-New-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,TEC-AC-10003628,209.93,7,0,92.3692
273,Ca-New-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,FUR-FU-10003274,5.28,3,0,2.3232
274,Ca-New-2015-155334,7/30/2015,7/31/2015,First Class,HA-14920,OFF-BI-10002557,10.92,3,0.2,4.095
281,US-2015-161991,9/26/2015,9/28/2015,Second Class,SC-20725,OFF-BI-10004967,2.08,5,0.8,-3.432
282,US-2015-161991,9/26/2015,9/28/2015,Second Class,SC-20725,TEC-PH-10001760,1114.4,7,0.2,376.11
283,Ca-New-2015-130890,11/2/2015,11/6/2015,Standard Class,JO-15280,FUR-TA-10002903,1038.84,5,0.2,51.942
284,Ca-New-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,OFF-PA-10000474,141.76,5,0.2,47.844
285,Ca-New-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,TEC-AC-10001956,239.8,5,0.2,47.96
286,Ca-New-2015-130883,9/26/2015,10/2/2015,Standard Class,TB-21520,OFF-PA-10004100,31.104,6,0.2,10.8864
287,Ca-New-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,OFF-BI-10000778,254.058,7,0.7,-169.372
288,Ca-New-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,OFF-AP-10002684,194.528,2,0.2,24.316
289,Ca-New-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,OFF-SU-10000646,961.48,5,0.2,-204.3145
290,Ca-New-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,OFF-FA-10002983,19.096,7,0.2,6.6836
291,Ca-New-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,OFF-LA-10004689,18.496,8,0.2,6.2424
292,Ca-New-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,TEC-AC-10002001,255.984,2,0.2,54.3966
293,Ca-New-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,FUR-BO-10004709,86.97,3,0.5,-48.7032
299,Ca-New-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-PA-10002105,32.4,5,0,15.552
300,Ca-New-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-ST-10002756,1082.48,8,0,10.8248
301,Ca-New-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-PA-10004243,56.91,3,0,27.3168
302,Ca-New-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,FUR-FU-10001861,77.6,4,0,38.024
303,Ca-New-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-BI-10002706,14.28,1,0,6.5688
305,Ca-New-2015-144253,5/4/2015,5/9/2015,Second Class,AS-10225,FUR-FU-10002671,26.8,2,0,12.864
306,Ca-New-2014-130960,12/30/2014,1/4/2015,Standard Class,KB-16600,OFF-AR-10003651,9.84,3,0,2.8536
310,Ca-New-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-FU-10001918,15.136,4,0.2,3.5948
311,Ca-New-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-CH-10004086,466.768,2,0.2,52.5114
312,Ca-New-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-FU-10001756,15.232,1,0.2,1.7136
313,Ca-New-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,OFF-LA-10000634,6.264,3,0.2,2.0358
324,Ca-New-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,OFF-BI-10004593,251.52,6,0.2,81.744
325,Ca-New-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,TEC-AC-10001908,99.99,1,0,34.9965
327,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,TEC-PH-10003645,290.898,3,0.4,-67.8762
328,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-ST-10000675,54.224,2,0.2,3.389
329,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,FUR-CH-10003312,786.744,4,0.3,-258.5016
330,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-LA-10001074,100.24,10,0.2,33.831
331,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-BI-10001524,37.764,6,0.7,-27.6936
332,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,TEC-PH-10004614,82.8,2,0.4,-20.7
333,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,OFF-BI-10001153,20.724,2,0.7,-13.816
334,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,OFF-BI-10001982,4.896,3,0.7,-3.4272
335,Ca-New-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,OFF-BI-10001922,4.752,1,0.2,1.6038
336,Ca-New-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,TEC-CO-10001449,959.984,2,0.2,335.9944
337,Ca-New-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,OFF-BI-10004140,14.368,4,0.2,4.49
340,Ca-New-2015-128167,6/22/2015,6/26/2015,Second Class,KL-16645,OFF-FA-10000490,4.96,4,0,2.3312
345,US-2015-120712,12/20/2015,12/24/2015,Standard Class,CS-12130,OFF-ST-10000107,88.8,4,0.2,-2.22
350,Ca-New-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,TEC-AC-10000290,6.79,1,0,2.3086
351,Ca-New-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-PA-10001970,24.56,2,0,11.5432
352,Ca-New-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-BI-10002160,3.048,1,0.2,1.0668
353,Ca-New-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-PA-10001970,49.12,4,0,23.0864
354,Ca-New-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-BI-10004995,4355.168,4,0.2,1415.4296
355,Ca-New-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,FUR-BO-10002268,388.704,6,0.2,-4.8588
356,Ca-New-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-EN-10001137,8.26,2,0,3.7996
357,Ca-New-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-AR-10002399,17.04,4,0,6.9864
358,Ca-New-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-PA-10002713,34.4,5,0,15.824
359,Ca-New-2016-130001,4/23/2016,4/28/2016,Standard Class,HK-14890,OFF-PA-10002666,36.24,5,0.2,11.325
367,Ca-New-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-BI-10002412,23.2,4,0,10.44
368,Ca-New-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-SU-10001225,7.36,2,0,0.1472
369,Ca-New-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-ST-10002406,104.79,7,0,29.3412
370,Ca-New-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,FUR-BO-10002545,1043.92,4,0,271.4192
377,US-2016-134656,9/28/2016,10/1/2016,First Class,MM-18280,OFF-PA-10003039,99.136,4,0.2,30.98
